Fecha,norm_DemandaEnergiakwh,norm_prom_precio_ofertado_hidraulica_ $/kWh,norm_prom_precio_ofertado_termica_ $/kWh,norm_precio_ofertado_medio_por_cantidad_hidraulica_ $/kWh,norm_precio_ofertado_medio_por_cantidad_termica_ $/kWh,norm_enzo,norm_precio_bolsa_ponderado,precio_bolsa_ponderado
2009-07-08,-0.03588314962992395,1.3096634979273902,-1.0436743656164686,-0.05931037114233576,-1.0020783016084047,0.8567821706540871,-0.11193289829725868,119.113442
2009-07-09,-0.05696996992014809,0.17071502081414874,-1.3309940911689702,-0.15682582660169514,-1.0656485435148662,0.8567821706540871,-0.14933417404103916,114.0274837
2009-07-10,-0.015491277308765882,1.3084181862775524,-1.1220066626909757,-0.3477646565425125,-1.0735945349455136,0.8567821706540871,-0.36414171078941593,84.817192
2009-07-11,-0.33656769749736226,0.15590234002440456,-0.44864792749199944,-0.18663809400165463,-0.8297992483288055,0.8567821706540871,-0.17584136307002807,110.422942
2009-07-12,-0.9708182545854136,1.37081432563596,-0.25533731084624856,-0.12200419408553853,-0.31491003379299454,0.8567821706540871,-0.1678373310430971,111.5113587
2009-07-13,-0.048663772917797485,1.3683036166645128,0.061306460427996534,-0.034927856565071996,-0.20490288042186486,0.8567821706540871,-0.09336049247865105,121.6389837
2009-07-14,0.10115828179154296,0.21726770043014554,0.14160016372883238,-0.0006095674620004613,-0.49397920798780703,0.8567821706540871,-0.10555038591619338,119.9813587
2009-07-15,0.056399954083800184,0.26078319017225904,-1.1453368135090285,0.0745176659224105,-0.616806871222611,0.8567821706540871,-0.07276088118335858,124.440192
2009-07-16,0.10574053861300296,1.4154100405285999,-1.0369114393440202,-0.02471872193033876,-0.5020133717673302,0.8567821706540871,-0.08939647186940446,122.1780253
2009-07-17,0.11375714390847237,2.506485116493606,-0.7631515883607307,0.07933523050502515,-0.6053091463135988,0.8567821706540871,-0.053552369018413516,127.0522337
2009-07-18,-0.24219181585707333,1.422500282663967,-0.735911411066488,-0.03229812957328564,-0.529215120079614,0.8567821706540871,-0.08970288098721137,122.1363587
2009-07-19,-0.894017307753893,1.7009274630481468,-0.7690359020706212,0.2596065939960356,-0.6549675517228127,0.8567821706540871,-0.01647098490545004,132.094692
2009-07-20,-0.8720763542151291,1.7012598522221496,-0.8105083398311683,0.0006569951950525477,-0.6965624660504397,0.8567821706540871,-0.020557876257785084,131.538942
2009-07-21,-0.050241921497264586,2.617822594445692,-0.8994440903849366,0.259585050657952,-0.5986304530339027,0.8567821706540871,0.18134215526071215,158.9940253
2009-07-22,-0.016354642870750398,0.21355634089079936,-1.3480491559114773,-0.002292689908274967,-0.9587797408370813,0.8567821706540871,-0.002756703422670209,133.9596087
2009-07-23,0.03532503482262596,1.4068243610543338,-0.9810493785757268,0.09353604244957124,-0.9317369840844778,0.8567821706540871,-0.06658488936838254,125.2800253
2009-07-24,0.11537099557508922,1.2598723877290106,-1.0823799151900126,0.033369342247682676,-0.8806794181463423,0.8567821706540871,-0.07082529193435673,124.7034003
2009-07-25,-0.2179970237986025,1.1978138058073766,0.4397290714737093,-0.035587885151952166,-0.8382923441116756,0.8567821706540871,-0.06854682959855009,125.0132337
2009-07-26,-0.8237103557739409,0.4127535252676738,-0.794518946390929,0.28495115126554343,-0.709000655345432,0.8567821706540871,-0.059915577594170925,126.186942
2009-07-27,0.05695930244914604,1.4280348895206252,-1.1147037909677548,0.26383949879521235,-0.8586628386543413,0.8567821706540871,0.09292000285926247,146.970067
2009-07-28,0.14990669996620162,1.5538364732439613,-0.49672370007684746,0.4421729059947398,-0.678890533827288,0.8567821706540871,0.14653892682881947,154.2613587
2009-07-29,0.10913052870600816,1.503847253338858,0.24351655532065114,0.03381151547347083,-0.5394492488374684,0.8567821706540871,0.02194818380144092,137.319067
2009-07-30,0.03431344735338345,0.23675570531550835,0.23152181335030944,0.002866166944085086,-0.4398131525257712,0.8567821706540871,0.0137891087579581,136.209567
2009-07-31,0.03143952915645171,1.2876837177700002,-0.39629588183835157,-0.028545691994283497,-0.598865212656611,0.8567821706540871,-0.02023400105693549,131.5829837
2009-08-01,-0.3353869711607134,2.566830719147937,-0.8140570591864982,0.25396738469610747,-0.8221683079379788,0.8930227660807587,-0.0006128294236195277,134.2511403
2009-08-02,-0.8747444928006706,0.3644842903471241,-1.0778987130360032,0.14739834988313444,-0.9049450951114616,0.8930227660807587,-0.062449965000760096,125.842307
2009-08-03,0.0668667288145757,1.6366847628900534,-1.095535942389187,0.20953492588883504,-0.8171163092217014,0.8930227660807587,-0.04003794038352371,128.8899737
2009-08-04,0.1487721351967767,0.5943806045012952,-1.2934951940997166,0.44187344365117154,-0.8633421411659165,0.8930227660807587,0.08904384802409623,146.4429737
2009-08-05,0.12127606980730911,1.6505032029271058,-1.0120283119428923,0.1029445202285393,-0.8194527045058573,0.8930227660807587,0.0838667512862756,145.7389737
2009-08-06,0.03730493329183857,0.37341049678689237,-0.997073773393848,0.045655755660876034,-0.7660087298912348,0.8930227660807587,-0.023676893196556983,131.114807
